#,What was the purpose of your trip when you used handy?,rate,Unlimited data/internet browsing,Speed of internet connection,Unlimited international calls,Unlimited local calls,Direct dial to hotel reception,Newsfeed,LUXOS City Guide,Discounted deals/tickets,Battery life,Is there any feature you would like handy to add or improve?,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,Other,Are you a planner or a spontaneous traveler?,Would you likely pick a hotel that has handy in the future?,Would you likely recommend handy to a friend of colleague?,survey,Start Date (UTC),Submit Date (UTC),Network ID
cafdccf69a77e5083ff779f4f151c59f,Leisure,5,5,5,1,5,5,5,5,3,5,add gps,,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,707c8711-559a-11e7-9ca8-c05627b0f912,2017-06-21 05:54:29,2017-06-21 05:56:28,cb2008c2a1
9f426fb5632880327ccd2313fbf3b9cf,Leisure,2,3,3,5,5,4,3,3,4,2,,,,,,,,Night Owl,,I like to plan everything before the trip,0,3,5737ad66-559a-11e7-9367-c05627b0f912,2017-06-21 05:55:35,2017-06-21 05:57:28,fafa3dd995
e63c92caf5a1868aaf4d722c2fa2de29,Leisure,5,4,4,1,4,4,4,4,1,3,,,,,,Foodie,,,,I just go with the flow,1,8,62dcb4cf-559a-11e7-8adf-c05627b0f912,2017-06-21 05:55:54,2017-06-21 05:57:29,299fc44b5d
a3240dcb5546f5ec159ed4cb3853c6c1,Leisure,2,5,5,5,5,5,2,3,1,3,How the ticketing worked was not clear and should have specified we had to meet a rep and also should have confirmed Rep meeting time at point of booking and not after it had been processed.,,,Fashionista,,,,,,I would like to ask for suggestions,1,3,8931b0ca-559a-11e7-abee-c05627b0f912,2017-06-21 05:54:19,2017-06-21 05:58:05,2a02:c7f:5
83625e380246ec252e380807219b5757,Leisure,5,5,4,5,5,4,3,4,3,5,,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,,Local Explorer,,,I like to plan everything before the trip,1,10,54a76459-559a-11e7-a37f-c05627b0f912,2017-06-21 05:56:34,2017-06-21 05:58:06,98f948e83e
3c80e38844649c948acdacd30b52a451,Leisure,5,5,5,3,3,3,5,5,5,5,none,,,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,,I like to plan everything before the trip,1,10,521f7e6e-559a-11e7-8779-c05627b0f912,2017-06-21 05:56:10,2017-06-21 05:58:08,3563bfba99
3449e33406f8c5aa5fd01fd229e51ba8,Leisure,5,5,5,5,5,5,5,4,4,3,,,,,,,,,,I like to plan everything before the trip,1,10,445acf91-559a-11e7-9e62-c05627b0f912,2017-06-21 05:53:17,2017-06-21 05:58:15,c401c999b9
4594a1dfe2c198a1b4e7ca01e8fcb817,Business,5,5,5,5,3,5,3,5,3,3,,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,5d933982-559a-11e7-aa6f-c05627b0f912,2017-06-21 05:57:36,2017-06-21 05:59:00,34ee540717
55a1dc7c4e64a8460f3928cbe403e9db,Leisure,3,4,4,3,3,4,2,2,2,3,,,Culture Lover,,,,,,,I just go with the flow,1,6,784b9885-559a-11e7-a184-c05627b0f912,2017-06-21 05:57:57,2017-06-21 05:59:01,e0bc22290d
da20c303c39b02627bf27d51385f202f,Leisure,4,5,5,5,5,5,4,4,5,3,No,,Culture Lover,Fashionista,,,Local Explorer,,,I just go with the flow,1,8,7ee3a24a-559a-11e7-aa1a-c05627b0f912,2017-06-21 05:56:44,2017-06-21 05:59:20,2a02:1205:
9b188fe1213bec1d69496e36a00bf0cc,Leisure,2,2,2,2,2,2,2,2,2,2,,,,,Pampering Seeker,,,,,I like to plan everything before the trip,1,3,50f979fd-559a-11e7-9d64-c05627b0f912,2017-06-21 05:58:23,2017-06-21 05:59:21,c6e6aa6f3b
545e665166344ff53931ed35ad54f54c,Business,5,4,5,1,2,4,5,5,5,5,make international call much easier, easy steps to do that.,Adventure Junky,Culture Lover,Fashionista,,Foodie,Local Explorer,,,I just go with the flow,1,10,4dfb0fa6-559a-11e7-9cfc-c05627b0f912,2017-06-21 05:56:34,2017-06-21 05:59:45,f48f32b0f6
432345792a8b85256fd4331d1d189400,Business,5,3,3,5,5,5,5,5,5,5,,,,,,,,,Academician attending a conference,I like to plan everything before the trip,1,9,51fd6d42-559a-11e7-80d1-c05627b0f912,2017-06-21 05:58:02,2017-06-21 05:59:53,44a268a816
59198db5b4994bf5801a6e101b55a9d0,Leisure,3,4,4,3,3,3,3,3,3,4,Hotspot ,Adventure Junky,,,,Foodie,Local Explorer,Night Owl,,I like to plan everything before the trip,1,8,61f324d9-559a-11e7-ba09-c05627b0f912,2017-06-21 05:57:55,2017-06-21 05:59:56,d4246fcbc1
0ddadd84915cd43aad7ed7975243fd07,Business,3,5,5,3,3,3,3,5,3,3,,,,,,,Local Explorer,,,I would like to ask for suggestions,1,7,54f6b651-559a-11e7-93cc-c05627b0f912,2017-06-21 05:58:44,2017-06-21 05:59:59,7ea2ccfc3f
61954a8432a267fbb2e382c058dfa024,Leisure,5,5,5,3,3,4,4,4,3,5,,,,,,,Local Explorer,,,I would like to ask for suggestions,1,9,80a39411-559a-11e7-b0ff-c05627b0f912,2017-06-21 05:59:05,2017-06-21 06:00:49,648d795539
f9a731a792fec9c3bddaeb1b57d19efb,Leisure,5,4,3,2,4,4,2,4,3,4,Speed,,Culture Lover,,,,,,,I just go with the flow,1,10,81a17db5-559a-11e7-b32e-c05627b0f912,2017-06-21 05:57:19,2017-06-21 06:01:15,05e93d4e25
7178a4fbd33b5e83c9bebec5c3f2169a,Leisure,4,4,5,5,5,5,4,5,5,5,,,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I would like to ask for suggestions,1,10,7ed51702-559a-11e7-863f-c05627b0f912,2017-06-21 05:59:02,2017-06-21 06:01:16,986739c634
49e148b9e1829bebe0a9c61665c0de4d,Leisure,5,5,5,5,5,5,5,5,3,5,tethering,,,,,Foodie,,,,I just go with the flow,1,10,74c47594-559a-11e7-bee9-c05627b0f912,2017-06-21 05:58:19,2017-06-21 06:01:17,0d37b14624
a7fd83359e0fe48c3c07ea6f02c36763,Business,5,5,5,1,1,5,3,3,3,2,,,Culture Lover,,,,Local Explorer,,,I just go with the flow,1,10,6fa49866-559a-11e7-b3fd-c05627b0f912,2017-06-21 06:00:00,2017-06-21 06:01:19,2a01:598:9
ce60a6401da272c357f85a6d3e9cb244,Leisure,4,5,4,5,5,5,3,4,3,5,,,,,,,,,Sports watcher,I just go with the flow,1,10,790f7b4f-559a-11e7-8240-c05627b0f912,2017-06-21 06:01:10,2017-06-21 06:03:01,f3f3b4f378
965e8ca626049ebc6098342f32560bed,Business,5,5,5,5,5,5,5,5,4,5,,,,,,Foodie,,,,I like to plan everything before the trip,1,10,85d91e21-559a-11e7-a2af-c05627b0f912,2017-06-21 05:42:08,2017-06-21 06:03:17,2c919c03a9
3c6eed410375518040fa25c3aca6eba2,Leisure,4,5,4,3,4,3,4,5,3,3,,Adventure Junky,,,,,Local Explorer,,,I would like to ask for suggestions,1,9,539fccc5-559a-11e7-b0ef-c05627b0f912,2017-06-21 06:00:58,2017-06-21 06:03:18,a5cee222dd
f2409797441879a222822bb8c686150c,Business,4,2,3,3,3,5,1,3,4,4,,,,,,,Local Explorer,,,I just go with the flow,1,5,67472d59-559a-11e7-a07a-c05627b0f912,2017-06-21 06:00:05,2017-06-21 06:03:23,31f5699edf
d0c261a0ac5ef38be54aaa1d15e44dbb,Business,,1,1,1,1,1,1,1,1,1,make the thing work.  I could not dial out on handy so spent US$200+ on phone calls.,,,,,Foodie,,,,I like to plan everything before the trip,0,1,60beecf0-559a-11e7-accf-c05627b0f912,2017-06-21 06:01:11,2017-06-21 06:03:26,def800c093
6ca83eb41ab17fb4ebae84a13c90e983,Leisure,5,5,4,5,2,2,1,1,2,4,Add whatsapp ,,Culture Lover,,,,Local Explorer,Night Owl,,I just go with the flow,1,10,8862ad85-559a-11e7-aa07-c05627b0f912,2017-06-21 06:02:16,2017-06-21 06:04:25,0a2bb5bc79
120f6c1afe0564db15913415b1475688,Leisure,5,1,3,5,5,3,5,5,5,5,The wifi in room,,Culture Lover,,,Foodie,,,I,I like to plan everything before the trip,1,8,79b45045-559a-11e7-9b41-c05627b0f912,2017-06-21 05:59:32,2017-06-21 06:04:28,7c278f49d9
3bd4e10478041a14e5cb39583aada9b0,Leisure,5,5,4,1,1,3,2,2,3,4,Ability to use download SnapChat (it doesn't work because of the way the Android is configured).,,Culture Lover,,Pampering Seeker,,Local Explorer,,,I like to plan everything before the trip,1,10,658d2f94-559a-11e7-b174-c05627b0f912,2017-06-21 06:02:59,2017-06-21 06:05:12,2a02:678:5
286b99733de146e9bb7cae1b9ee6de27,Leisure,5,5,5,5,5,5,4,4,4,5,,Adventure Junky,Culture Lover,,,Foodie,,,,I would like to ask for suggestions,1,8,7e689b35-559a-11e7-904a-c05627b0f912,2017-06-21 06:04:26,2017-06-21 06:05:31,090fcb69e8
494b349d097386feb4aba3b487cee63f,Leisure,5,5,5,5,5,5,5,5,5,5,No,,,,,,Local Explorer,,,I just go with the flow,1,10,77d59b47-559a-11e7-8fb7-c05627b0f912,2017-06-21 06:03:42,2017-06-21 06:05:47,4777fcc2f8
67d4ba815ac6979eac64d49562a16751,Leisure,3,3,3,5,2,1,1,4,5,5,,,Culture Lover,,,,Local Explorer,,,I would like to ask for suggestions,1,7,5a381f51-559a-11e7-a6ac-c05627b0f912,2017-06-21 06:04:28,2017-06-21 06:06:07,5f5b88d2b9
9e65d6dd12f021354e9581d9cc200d1d,Leisure,4,5,4,5,5,4,3,3,3,4,,,Culture Lover,,,Foodie,Local Explorer,,,I just go with the flow,1,8,86511526-559a-11e7-80b0-c05627b0f912,2017-06-21 06:04:11,2017-06-21 06:06:20,327ba4660d
f3c58c15d05aa7341d980943433f9116,Business,4,5,5,4,5,5,3,3,4,3,,,,,,Foodie,,,,I just go with the flow,1,8,483cbfeb-559a-11e7-8071-c05627b0f912,2017-06-21 06:04:59,2017-06-21 06:06:26,4b1f2d05cd
d4a9eb5a33c8403a4a8ac26c070275c8,Business,4,5,5,2,4,4,5,5,5,3,availability to  connect to social media,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,714bcc85-559a-11e7-a4da-c05627b0f912,2017-06-21 06:04:45,2017-06-21 06:06:34,5b83c41649
d24ace3da4ef0f8550c212995dcde8f7,Business,5,5,5,5,5,5,5,5,5,5,NA,,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,10,5c82a399-559a-11e7-989e-c05627b0f912,2017-06-21 06:04:37,2017-06-21 06:06:49,7f780e0739
e2e932f7946e9e7c57f25dd8d1718d74,Business,3,5,5,5,5,3,5,5,3,5,Smoking floor,,,,,,Local Explorer,,,I like to plan everything before the trip,1,8,85b4c7d4-559a-11e7-899a-c05627b0f912,2017-06-21 06:04:27,2017-06-21 06:07:32,02860b504c
5c61cc9cf8ac4f3785dfcd168a7722f4,Leisure,5,5,4,5,4,1,3,2,2,5,,,,,,Foodie,Local Explorer,,,I just go with the flow,1,10,59e9c2d1-559a-11e7-a547-c05627b0f912,2017-06-21 06:05:05,2017-06-21 06:07:35,23c1b33661
b7d73bcd596a34402ad15b18dd847ba5,Business,4,5,4,3,3,3,1,1,2,4,sync with your own address book. add data safety features and clarify how the data is handled.,,,,,,,,business minimal,I like to plan everything before the trip,1,7,50fe8c9e-559a-11e7-ae78-c05627b0f912,2017-06-21 06:05:44,2017-06-21 06:07:44,418761f6c9
cd0047ddf31043d3dcab2cd970d20e4b,Leisure,5,5,3,1,5,3,3,4,4,3,Not needed for my needs,,Culture Lover,,,,,,,I just go with the flow,1,8,44ffdccc-559a-11e7-ae1e-c05627b0f912,2017-06-21 06:04:42,2017-06-21 06:07:51,dd9b3d9c64
6bc3d4180a7ad3379d88b15b1bb8cbd9,Business,4,3,5,4,3,4,4,5,2,4,please make sure the guest knows about what the handy can do ..there should be a briefing or else someone my not use it at all or use it properly. ,,,,,,,,Diplomat...,I just go with the flow,1,10,70ec56a8-559a-11e7-ae92-c05627b0f912,2017-06-21 05:51:40,2017-06-21 06:08:07,283994c5ca
c2f6b9496567f4d2a232acd856f789df,Business,5,3,5,5,5,5,5,5,5,5,none,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,7cad81e3-559a-11e7-ba6f-c05627b0f912,2017-06-21 06:07:10,2017-06-21 06:08:31,dedf4674c0
d2c2133604b3bf270c07610c03a6f06e,Leisure,5,5,5,5,5,5,5,5,5,5,No it was actually quite easy to use.,,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,54622b8f-559a-11e7-a615-c05627b0f912,2017-06-21 06:07:00,2017-06-21 06:08:43,c3aae72f0b
602b5a6c46ee24e2d62c408ac93eaaf6,Leisure,2,2,2,3,2,2,2,2,2,2,I really did not get time to use handy properly as it was taken out if the room for an upgrade. Would of liked to tey it to its full potential.,,,,,,Local Explorer,,,I like to plan everything before the trip,1,7,83dee5f3-559a-11e7-9d38-c05627b0f912,2017-06-21 06:05:55,2017-06-21 06:09:06,34c1e81a35
ea5a2098d1ce4cbf57cea005d5651dc4,Leisure,3,2,1,2,2,2,2,2,2,2,the handy doesn't work as well as i want... ,,,Fashionista,,,,,,I like to plan everything before the trip,0,4,68503dd7-559a-11e7-b495-c05627b0f912,2017-06-21 06:08:49,2017-06-21 06:10:26,f6e7f360e8
3607d15a7f0ff55b826aa1e8a0c77c7e,Business,4,4,4,3,1,4,4,4,2,3,,,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,8,74e7f2c7-559a-11e7-93c0-c05627b0f912,2017-06-21 06:08:30,2017-06-21 06:10:35,cb4f6f2fcb
106f6fc6b508eb2001888fb69f77bea9,Leisure,5,5,4,4,4,4,5,5,5,4,,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,8,56bfa1c5-559a-11e7-ad91-c05627b0f912,2017-06-21 06:09:54,2017-06-21 06:10:55,31c85de0e0
3042d6945682f090c106178ba60c5518,Leisure,3,3,3,3,3,3,3,3,3,3,,,Culture Lover,,,,,,,I like to plan everything before the trip,0,4,76a88547-559a-11e7-83a3-c05627b0f912,2017-06-21 06:09:48,2017-06-21 06:11:19,54d2b52999
2610d42fdda05ebca30fdcd48bdacff2,Business,5,5,5,5,5,5,5,5,5,4,No,,Culture Lover,,,Foodie,Local Explorer,,,I just go with the flow,1,10,4f67170c-559a-11e7-9c17-c05627b0f912,2017-06-21 06:11:05,2017-06-21 06:13:04,cc880ec6ab
151773fec29d93a543bfd54a5048814c,Business,4,5,3,4,5,5,4,3,3,3,No,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,89273028-559a-11e7-a4cd-c05627b0f912,2017-06-21 06:12:19,2017-06-21 06:13:50,902455f733
11614b522fc6aad64f5c68dfc46e3257,Leisure,5,5,4,5,5,4,4,5,1,2,NA,Adventure Junky,,Fashionista,,Foodie,,,,I like to plan everything before the trip,1,10,7be4b71e-559a-11e7-bc37-c05627b0f912,2017-06-21 06:13:25,2017-06-21 06:14:29,602e29e1fa
a259b8f4e73146720d1ebfbdd7a7ef07,Business,5,5,4,5,3,5,2,4,3,4,,,,,,Foodie,,,,I like to plan everything before the trip,1,10,7a47fa57-559a-11e7-bc02-c05627b0f912,2017-06-21 06:12:46,2017-06-21 06:14:51,5e6e5380c6
8f9bc531ea61f9ced3d2a8f2a8198df8,Leisure,5,5,5,5,5,5,5,5,5,5,Nothing... because it's good to have that handy👏,,,,Pampering Seeker,,,,,I like to plan everything before the trip,1,10,59f2e52b-559a-11e7-b180-c05627b0f912,2017-06-21 06:15:19,2017-06-21 06:17:25,9dfb853a60
db79852d39b96c1e9d6a6e17f386ce17,Leisure,4,4,3,2,2,1,1,2,1,2,To many commercials make it confusing to use,,,,,,Local Explorer,,,I would like to ask for suggestions,0,5,8284b254-559a-11e7-a1a1-c05627b0f912,2017-06-21 06:14:53,2017-06-21 06:18:58,eb67f282df
0012b3fa71b240090166290c5e821769,Leisure,4,4,4,3,5,5,5,5,5,4,Singapore locals were unable to call the handy phone which was disappointing. Also then number displayed on the handy phone was not accurate.,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,8,6cd68ce6-559a-11e7-a081-c05627b0f912,2017-06-21 06:16:32,2017-06-21 06:19:11,f8127b6455
934f253c35a13d77b0d2b3667f2ac84f,Business,4,4,4,2,2,3,4,4,3,3,Batery,,,,,,,,Business,I like to plan everything before the trip,1,8,6dc3a40f-559a-11e7-9e39-c05627b0f912,2017-06-21 06:12:31,2017-06-21 06:19:41,e94ff4ab84
af0010f04d693a514cb76ea2e034224b,Leisure,5,5,5,5,5,5,5,5,5,4,Addition of an Uber app to make taxi bookings easier ... and cheaper,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,76fdc66e-559a-11e7-b6ac-c05627b0f912,2017-06-21 06:18:24,2017-06-21 06:19:57,96c5ec5b74
5259a88fe9a9b8d14acea9c9307d2e30,Leisure,5,5,5,3,5,5,5,5,3,5,,,,Fashionista,,Foodie,Local Explorer,,,I just go with the flow,1,9,6dc9fd6b-559a-11e7-80dc-c05627b0f912,2017-06-21 06:18:43,2017-06-21 06:21:01,f27af1e79e
8e5f3810c0b4e77c8c2519e3d9a669d7,Business,4,5,4,4,5,3,3,4,4,3,,,,,,Foodie,,,,I like to plan everything before the trip,1,9,74276f11-559a-11e7-98ec-c05627b0f912,2017-06-21 06:20:33,2017-06-21 06:22:21,005e649478
219d147a2dfaf611be2ae4db74dfe8c9,Leisure,4,5,4,4,4,3,3,3,2,3,,,,,,Foodie,Local Explorer,,,I just go with the flow,1,8,73228dd7-559a-11e7-abe2-c05627b0f912,2017-06-21 06:21:14,2017-06-21 06:23:04,f496c0cbe1
d8dd21626fe12f35e7d5007d39d856df,Leisure,5,4,4,5,5,5,5,5,5,5,,,,,,Foodie,,,,I like to plan everything before the trip,1,9,82463ceb-559a-11e7-ad0e-c05627b0f912,2017-06-21 06:21:07,2017-06-21 06:23:10,0c45d86c84
cadee7a32c135a1a5c472dcd0680caeb,Leisure,4,5,4,5,3,4,4,5,5,5,,,,,,,,,Curious tourist,I just go with the flow,1,8,76949cfd-559a-11e7-ac8a-c05627b0f912,2017-06-21 06:21:20,2017-06-21 06:23:49,fec99cff6d
eac4ab095a0d582386eda5f59533edac,Leisure,3,5,2,5,5,3,3,3,2,4,,,,,,,Local Explorer,,,I just go with the flow,1,9,7bdd2223-559a-11e7-8551-c05627b0f912,2017-06-21 06:21:24,2017-06-21 06:24:11,b0c08686f3
8d42d7192c3ef1c1b727a5cfa0ae9bcb,Leisure,5,5,5,5,5,4,4,3,1,3,,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,7fe2647d-559a-11e7-b296-c05627b0f912,2017-06-21 06:16:40,2017-06-21 06:26:51,c0dcc35e16
d9485b6bc2d27d2c55f24a778a16c44d,Business,5,5,5,5,5,5,5,5,5,3,,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,4791d973-559a-11e7-991d-c05627b0f912,2017-06-21 06:26:20,2017-06-21 06:27:48,03a9de095e
6ff110d34d9e180fbe039602ada5e38d,Leisure,4,5,4,4,4,4,3,3,3,4,,,Culture Lover,Fashionista,,,Local Explorer,,,I would like to ask for suggestions,1,8,7a7b6ca6-559a-11e7-9d4b-c05627b0f912,2017-06-21 06:27:01,2017-06-21 06:28:17,16be50c254
09283c359f7ca28993af432c5ea38142,Leisure,4,5,5,4,5,5,5,4,5,4,I thout  handy can be use from airport and end at airport ,not just during the time from check-in hotel to check-out hotel.,,,,Pampering Seeker,,Local Explorer,Night Owl,,I like to plan everything before the trip,1,9,8500afa6-559a-11e7-b8ed-c05627b0f912,2017-06-21 06:22:38,2017-06-21 06:28:57,5739edce6f
cc0cd13f94258bd67e0dc210b16630d0,Leisure,5,5,5,1,1,5,5,5,3,5,Was a little hesitant to use handy. would have liked more instructions,,,,,,Local Explorer,,,I would like to ask for suggestions,1,5,756a9d35-559a-11e7-8e28-c05627b0f912,2017-06-21 06:25:19,2017-06-21 06:29:00,dc2995a91b
7a146a5c8a85d55742318cad0322898b,Leisure,5,5,5,5,5,5,3,3,3,5,It would be nice if the number is direct, without an extension,Adventure Junky,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,8773296b-559a-11e7-a798-c05627b0f912,2017-06-21 06:25:53,2017-06-21 06:29:02,adac08f2ca
f5e800606d15931975e0023a921d174e,Leisure,4,3,3,2,4,3,3,4,4,4,No ,,,,,,Local Explorer,,,I like to plan everything before the trip,1,5,861c9d51-559a-11e7-975f-c05627b0f912,2017-06-21 06:27:31,2017-06-21 06:29:10,0f9a0fbfc7
4267ff073b3ec8259da919393fbafaa1,,5,5,4,5,5,5,4,5,5,4,Free Calls to other Asian countres,Adventure Junky,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,10,5e423717-559a-11e7-9fd3-c05627b0f912,2017-06-21 06:28:24,2017-06-21 06:29:53,263179bce9
20b0df737bbbf19b5f85b5bd8cb30a78,Leisure,4,5,4,1,1,3,4,4,1,3,,,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I would like to ask for suggestions,1,7,5a0f1f8a-559a-11e7-a808-c05627b0f912,2017-06-21 06:29:19,2017-06-21 06:30:51,c1f1ac1eee
5af2772c0cd469af5a20c794d68067d2,Leisure,5,4,4,4,5,4,3,3,3,4,,,,,,Foodie,,,,I just go with the flow,1,10,79218d21-559a-11e7-8e17-c05627b0f912,2017-06-21 06:27:04,2017-06-21 06:30:58,b81bc321da
e81feaf58e92ff30fea24919b9719cf3,Leisure,3,5,3,2,5,4,1,3,4,3,Improve network speed,,Culture Lover,,,Foodie,,Night Owl,,I like to plan everything before the trip,1,8,6c90ae45-559a-11e7-bd4c-c05627b0f912,2017-06-21 06:29:33,2017-06-21 06:31:07,84c718e07c
dcac80cb82a309e1b092622b49280c7e,Leisure,5,5,5,1,1,1,5,5,5,5,none so far,,,,,,Local Explorer,,,I would like to ask for suggestions,1,10,76daf01c-559a-11e7-a7f0-c05627b0f912,2017-06-21 06:30:40,2017-06-21 06:32:28,570855931e
99134c15f2f245338fc83adfa92b81f6,Leisure,5,5,5,1,4,5,3,5,4,5,,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,7a2861b5-559a-11e7-a8b1-c05627b0f912,2017-06-21 06:30:18,2017-06-21 06:32:51,2631da92ed
c315fd16cecef3d05ccd84f4dcdd72c0,Leisure,4,4,4,4,4,4,4,4,4,3,All good ,,,,,,Local Explorer,,,I like to plan everything before the trip,1,8,4ce18242-559a-11e7-b6e4-c05627b0f912,2017-06-21 06:31:20,2017-06-21 06:33:25,0667c4fd37
0aab80bb873c624c7e7d571977bee773,Leisure,5,4,4,2,3,5,5,5,5,5,No,,,,,,Local Explorer,,,I just go with the flow,1,10,67bfd7fa-559a-11e7-8523-c05627b0f912,2017-06-21 06:32:11,2017-06-21 06:33:30,db3b7f22cd
041ee29be8c2f6923ab8cdee203e5d5b,Leisure,5,5,5,5,5,5,5,5,5,5,和商家合作，优惠券领取，扫码优惠,,Culture Lover,,,Foodie,,,,I like to plan everything before the trip,1,9,7da068a8-559a-11e7-9693-c05627b0f912,2017-06-21 03:16:14,2017-06-21 06:33:51,086643a75b
0e62df1a2156e5a4810cd1484eddf08b,Leisure,5,5,5,5,5,5,5,5,5,5,,,,,Pampering Seeker,,,,,I like to plan everything before the trip,1,10,6ae3417d-559a-11e7-aa04-c05627b0f912,2017-06-21 06:33:11,2017-06-21 06:34:09,f312e90b6e
c4048e3634348409ee1568ca874ec148,Leisure,5,5,5,5,5,5,5,5,5,4, ,,Culture Lover,,,,Local Explorer,,,I just go with the flow,1,10,6b3f8b00-559a-11e7-bc86-c05627b0f912,2017-06-21 06:32:51,2017-06-21 06:34:20,26067f12b7
913f399f0c43b5a28365d0ab34d46808,Leisure,3,4,4,4,4,4,4,5,4,1,,,,Fashionista,,,,,,I like to plan everything before the trip,1,9,836f7059-559a-11e7-8281-c05627b0f912,2017-06-21 06:30:32,2017-06-21 06:34:55,c06d60dddb
6b7034613480d4e65f8f2776b36cc286,Leisure,4,5,4,1,1,5,5,5,4,4,,,,Fashionista,,,,,,I like to plan everything before the trip,0,9,84d6dbeb-559a-11e7-a9fa-c05627b0f912,2017-06-21 06:33:52,2017-06-21 06:35:15,a282cd988f
169cc391eb0adddc4218f30baedd0ecb,Leisure,4,5,5,5,5,5,5,5,5,5,More applications specially WhatsApp ,,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,10,5858b5a1-559a-11e7-8ed4-c05627b0f912,2017-06-21 06:29:44,2017-06-21 06:36:36,043df91ab8
f93dfb91d6a485cc8a0435628a286744,Business,3,5,4,5,5,5,3,3,3,2,,,,,,Foodie,,,,I just go with the flow,1,6,712eca57-559a-11e7-8f5f-c05627b0f912,2017-06-21 06:35:22,2017-06-21 06:36:48,60a520f478
65433973b29d7b4f0ea49b6da07c36bc,Leisure,5,5,5,5,5,5,3,4,3,5,,,Culture Lover,,,,,,,I would like to ask for suggestions,1,10,4cb61d1e-559a-11e7-9ff9-c05627b0f912,2017-06-21 06:35:46,2017-06-21 06:36:57,2601:449:c
5c7dab38b48ca271b38667f53c542152,,4,4,3,4,4,3,4,4,3,4,Internet speed,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,7,7a5c7991-559a-11e7-b2d5-c05627b0f912,2017-06-21 06:33:23,2017-06-21 06:37:57,0d3859daf5
1dfc85297d775a54afe6d46e9491687a,Business,5,5,4,5,5,5,3,4,3,4,None that I can think of.,Adventure Junky,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,50c609a3-559a-11e7-a282-c05627b0f912,2017-06-21 06:35:01,2017-06-21 06:38:01,fa93a01fb3
097d6f6d4953f0408cdab15097a7eff6,Leisure,5,5,4,5,5,4,4,4,3,5,More intuitive to connect,Adventure Junky,,,,,,,,I would like to ask for suggestions,1,10,6759e72e-559a-11e7-97fe-c05627b0f912,2017-06-21 06:36:16,2017-06-21 06:38:02,5d431afc06
ebb9c8f32ba61314977068d6a512e180,Leisure,5,5,5,5,5,5,5,5,5,5,,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,83ee033d-559a-11e7-a98d-c05627b0f912,2017-06-21 06:36:26,2017-06-21 06:38:02,b0049e09db
09e1012ace26d787cbb50a16d2028471,Leisure,5,5,5,5,5,5,5,5,5,3,,,,,,Foodie,Local Explorer,Night Owl,,I like to plan everything before the trip,1,10,6fd68219-559a-11e7-964d-c05627b0f912,2017-06-21 06:38:27,2017-06-21 06:40:01,1970b6c570
db61cf00955955d16a06da6e954f1d23,Leisure,3,3,4,3,2,4,3,4,4,4,free call for international,,Culture Lover,,,,,,,I like to plan everything before the trip,1,6,825003cc-559a-11e7-8778-c05627b0f912,2017-06-21 06:35:32,2017-06-21 06:40:13,c6ac2d7f83
adbfc661bb08817f2bc6027fc2ac54d4,Leisure,5,5,5,5,5,5,5,2,1,3,,,Culture Lover,Fashionista,,Foodie,Local Explorer,,,I just go with the flow,1,10,6704ec68-559a-11e7-bee1-c05627b0f912,2017-06-21 06:38:53,2017-06-21 06:40:27,2a02:a03f:
e406dd4de4418f50ec6ff0ac1cf7d59d,Business,3,5,3,5,5,1,1,1,1,2,Failing into the phone appeared too complicated with the extension,Adventure Junky,,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,,I just go with the flow,1,10,6e70b470-559a-11e7-95a2-c05627b0f912,2017-06-21 06:39:35,2017-06-21 06:41:22,1f1a4b1239
