#,What was the purpose of your trip when you used handy?,rate,Unlimited data/internet browsing,Speed of internet connection,Unlimited international calls,Unlimited local calls,Direct dial to hotel reception,Newsfeed,LUXOS City Guide,Discounted deals/tickets,Battery life,Is there any feature you would like handy to add or improve?,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,Other,Are you a planner or a spontaneous traveler?,Would you likely pick a hotel that has handy in the future?,Would you likely recommend handy to a friend of colleague?,survey,Start Date (UTC),Submit Date (UTC),Network ID
ec1aa34d4f9dd95c41bfee85cc8c2b47,Business,4,5,5,5,5,5,4,4,4,3,,,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,9,62698b5c-559a-11e7-93e3-c05627b0f912,2017-06-21 03:22:16,2017-06-21 03:24:01,c954ba62c4
14fb1c34352312f5eac9eac5e53d8eaa,Leisure,2,2,2,1,4,4,3,3,3,5,no waze or other features for immediate used. it should be user friendly and it is not.,Adventure Junky,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,0,1,4ccfdf26-559a-11e7-a299-c05627b0f912,2017-06-21 03:21:12,2017-06-21 03:24:06,ed497ac749
b8627be156692705325461ac23fbcc36,Leisure,5,5,5,5,5,5,5,5,5,5,,,,,Pampering Seeker,Foodie,Local Explorer,,,I would like to ask for suggestions,1,10,70d30d9e-559a-11e7-95a6-c05627b0f912,2017-06-21 03:22:24,2017-06-21 03:24:07,da3b64e39c
5eed8f9ec9adacc97652290515e63ad9,Business,3,5,4,5,5,5,4,4,3,5,,Adventure Junky,Culture Lover,,,,Local Explorer,,,I would like to ask for suggestions,1,10,709a600c-559a-11e7-88de-c05627b0f912,2017-06-21 03:21:50,2017-06-21 03:24:22,b49579faf5
67b2af59c1d450db8540a16593ac4fc6,Leisure,5,5,5,5,5,5,5,5,5,5,No,,Culture Lover,,,,,,,I like to plan everything before the trip,1,10,5948a18c-559a-11e7-be9d-c05627b0f912,2017-06-21 03:22:37,2017-06-21 03:24:26,2405:7f00:
73b3063f278285432a50dd96e9248f7b,Business,5,5,5,5,5,5,5,5,5,5,Little slow ,,,,Pampering Seeker,,,,,I just go with the flow,0,10,88f8e7c2-559a-11e7-b12d-c05627b0f912,2017-06-21 03:21:38,2017-06-21 03:24:27,04b1a5241f
c5464743fa949ea5478a5eceaa90f655,Leisure,3,5,3,3,4,4,3,3,3,3,faster internet,,Culture Lover,Fashionista,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,9,5c8497eb-559a-11e7-9c74-c05627b0f912,2017-06-21 03:22:45,2017-06-21 03:24:41,7424942c99
8c9afe4c6f50312f83d3d703da03a3f8,Business,5,5,5,5,5,5,5,5,5,5,,,,Fashionista,,,,,,I like to plan everything before the trip,1,10,492b7933-559a-11e7-9a46-c05627b0f912,2017-06-21 03:21:48,2017-06-21 03:24:50,b6945894ea
e7b8e99e97f1d0ff9c0e20af2c073b18,Business,4,4,4,3,3,3,3,3,3,3,,,,,,Foodie,,,,I just go with the flow,1,7,445b74d7-559a-11e7-9a37-c05627b0f912,2017-06-21 03:23:28,2017-06-21 03:24:58,6952e2bd1a
f47b7f28e3ed593938f43f63148513c4,Leisure,4,4,4,4,4,4,4,4,3,4,None yet,,Culture Lover,,,Foodie,Local Explorer,,,I would like to ask for suggestions,1,8,70c70754-559a-11e7-90f2-c05627b0f912,2017-06-21 03:20:37,2017-06-21 03:25:21,5f304871ab
f417de4fed100af0bbf84263be9ac0b7,Leisure,1,1,1,1,1,1,1,1,1,1,The handy didnt function at all as i ever complained but in vain, unlike my previous stay, it was so good,,,Fashionista,,Foodie,,Night Owl,,I like to plan everything before the trip,1,10,4e358a4f-559a-11e7-8d51-c05627b0f912,2017-06-21 03:22:22,2017-06-21 03:25:28,d871e96c10
0c5522ab0bfe8ccafcf6b164c3ae2a01,Leisure,4,3,3,1,1,3,1,1,1,1,,,,,,,Local Explorer,,,I just go with the flow,0,4,7c638bde-559a-11e7-bfda-c05627b0f912,2017-06-21 03:24:22,2017-06-21 03:25:29,07d8313703
f266cd0204f1cde4aa0dcf011a1cf821,Leisure,3,1,4,1,1,1,3,5,5,3,,,Culture Lover,,,Foodie,,,,I like to plan everything before the trip,0,4,5e502b02-559a-11e7-bebd-c05627b0f912,2017-06-21 03:22:51,2017-06-21 03:25:35,131621da1f
6ee92874d1aee4ed0a9bef7a9a88383a,Leisure,5,5,3,4,5,5,3,4,5,2,,,,,Pampering Seeker,,,,,I would like to ask for suggestions,1,10,83e0d587-559a-11e7-8dd6-c05627b0f912,2017-06-21 03:23:51,2017-06-21 03:25:36,125fc03f06
c3dbe0e062bc956bea0931efccdc41ae,Leisure,5,5,5,5,5,5,3,4,5,5,,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,5aeae163-559a-11e7-a4d3-c05627b0f912,2017-06-21 03:24:32,2017-06-21 03:25:45,2f98deda02
2df3826d42a86362a29ec5a91f6479f5,Leisure,3,5,4,1,1,1,1,3,1,4,,,,,,Foodie,,,,I just go with the flow,1,5,5b2a5eab-559a-11e7-9e05-c05627b0f912,2017-06-21 03:21:32,2017-06-21 03:26:13,ac1883fb39
4289e5357538f157dbb1a268f7e705df,Business,5,5,4,5,5,5,2,2,3,5,,,,,,Foodie,,,,I would like to ask for suggestions,1,10,7ae1de14-559a-11e7-a81e-c05627b0f912,2017-06-21 03:25:38,2017-06-21 03:26:30,e2b50297ad
6580bb2ba009d420204f0bda0f29affd,Leisure,4,5,5,5,4,4,5,5,4,4,,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,9,7eb803f5-559a-11e7-8742-c05627b0f912,2017-06-21 03:24:10,2017-06-21 03:26:37,2405:205:2
76c4e219dd2800226d73a6a59afb75b8,Leisure,4,5,3,3,5,5,3,3,4,3,Improve the battery life,,,,,,Local Explorer,,,I like to plan everything before the trip,1,8,78db9e8c-559a-11e7-83d1-c05627b0f912,2017-06-21 03:24:54,2017-06-21 03:26:45,6a73528f07
97c5b8bef25938146b6bfd3943157f89,Leisure,5,5,5,5,5,5,5,5,5,5,Nothing- we loved this feature. ,,,,,Foodie,Local Explorer,Night Owl,,I just go with the flow,1,10,562a330a-559a-11e7-9360-c05627b0f912,2017-06-21 03:25:09,2017-06-21 03:26:46,d86e383a8f
d7eac9a651f9b46d31008a1a2ba8518a,Leisure,5,5,4,5,5,5,5,4,5,4,,,Culture Lover,,,Foodie,,,,I like to plan everything before the trip,1,10,5d4fbc4a-559a-11e7-a0a8-c05627b0f912,2017-06-21 03:24:29,2017-06-21 03:26:57,56e5f300e5
a4f626bd65ced0a6dfaa1157444d94e6,Leisure,5,5,5,5,4,3,4,4,3,5,,,Culture Lover,Fashionista,,Foodie,,,,I like to plan everything before the trip,1,10,682e8c68-559a-11e7-8f93-c05627b0f912,2017-06-21 03:24:56,2017-06-21 03:27:01,54b0aac853
5bc697a5b3c5ee1708e82835acd69b67,Business,3,4,3,4,4,4,3,3,3,3,Add more storage space on the phone to install handy apps like social networking and messaging,,,,,,Local Explorer,,,I would like to ask for suggestions,1,8,82e6dbd1-559a-11e7-9ebd-c05627b0f912,2017-06-21 03:24:35,2017-06-21 03:27:02,cca3fae9d4
a923a99c9bb3bda2126d68070e7ac22c,Leisure,5,5,4,5,5,5,4,4,4,4,No, thats all good,Adventure Junky,,,,Foodie,,,,I would like to ask for suggestions,1,8,77cc9570-559a-11e7-a71d-c05627b0f912,2017-06-21 03:24:35,2017-06-21 03:27:20,5e4cdc86ee
e3165eb7ef792be353da7533e9e1a3a6,Business,5,5,5,5,5,5,3,3,4,4,The handy is really user friendly. However, it would be better if it install few popular apps eg. Grab, Waze,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,712c5dcc-559a-11e7-9eee-c05627b0f912,2017-06-21 03:25:10,2017-06-21 03:27:25,6e86b1bfa6
6b5b101695a71afa9aa5ef095270de1d,Leisure,3,5,2,4,4,2,3,3,3,4,The phone was slow. ,,Culture Lover,Fashionista,Pampering Seeker,Foodie,,,,I like to plan everything before the trip,1,7,4b5f91c0-559a-11e7-ad52-c05627b0f912,2017-06-21 03:26:00,2017-06-21 03:27:25,d1282dfdb3
82b1ec49b2a271b6c8eb9c925c271201,Leisure,3,2,3,1,3,1,3,3,3,4,Be more user friendly ,Adventure Junky,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,Night Owl,,I just go with the flow,1,5,87b3e7ca-559a-11e7-b63c-c05627b0f912,2017-06-21 03:24:39,2017-06-21 03:27:30,2607:fb90:
763c0d9ab791e54c1414210e2bba4499,Leisure,3,3,3,3,3,3,3,3,2,2,,Adventure Junky,,Fashionista,,Foodie,,,,I like to plan everything before the trip,1,5,63eef49c-559a-11e7-99da-c05627b0f912,2017-06-21 03:26:21,2017-06-21 03:27:34,2001:e68:5
043507ab9b84a8a6e99dcc5d5fc5d906,Leisure,5,5,4,5,1,5,5,1,1,5,,,,,Pampering Seeker,,,,,I like to plan everything before the trip,1,10,5c66f35c-559a-11e7-9258-c05627b0f912,2017-06-21 03:25:52,2017-06-21 03:27:36,938c2f5110
70efa680d6607a838649b6c5367ff481,Leisure,4,5,5,5,5,5,2,4,3,5,none,,,Fashionista,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,9,4e1e1fd1-559a-11e7-b262-c05627b0f912,2017-06-21 03:26:21,2017-06-21 03:27:40,276ca5ee89
5291753c64fa6ae854f66834479e23fd,Leisure,5,5,5,5,5,5,5,5,5,2,,,,,,Foodie,,,,I like to plan everything before the trip,1,10,679d4851-559a-11e7-bbb9-c05627b0f912,2017-06-21 03:25:33,2017-06-21 03:27:41,10fd9687b2
eb53531535ec6db434599b3f7f13f1b5,Leisure,5,5,5,5,5,5,5,5,5,5,,,Culture Lover,,,,,,,I would like to ask for suggestions,1,10,7241d7a8-559a-11e7-abc6-c05627b0f912,2017-06-21 03:24:04,2017-06-21 03:27:46,761e3b516c
c8a9123e1d7772b2f934236c9cd7fa67,Business,3,4,4,4,4,4,2,4,3,3,,,,,,Foodie,Local Explorer,,,I just go with the flow,1,7,7f42a6a1-559a-11e7-a991-c05627b0f912,2017-06-21 03:25:25,2017-06-21 03:27:49,b5fc2140a5
16d5a6c77cb0680d46b5d03a68653ba1,Leisure,4,4,4,1,1,3,1,4,3,3,wifi tethering ,,,,,Foodie,Local Explorer,,,I just go with the flow,1,8,82c57491-559a-11e7-8a14-c05627b0f912,2017-06-21 03:25:37,2017-06-21 03:27:52,7149fcecb0
bdfb6fa7e9e82903acfe02f2228807c7,Leisure,4,4,4,5,5,4,4,3,4,4,Tks,,,,,,Local Explorer,,,I like to plan everything before the trip,1,9,4d8fbbae-559a-11e7-a832-c05627b0f912,2017-06-21 03:25:02,2017-06-21 03:27:56,e22f4ca42a
d0f85a6cb9b29f3665461a36813df5b5,Leisure,4,4,5,4,4,5,5,5,5,4,No. All was perfect,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,52390adc-559a-11e7-9953-c05627b0f912,2017-06-21 03:25:41,2017-06-21 03:28:14,31b81a0d54
09c22ea728c9979897d0747cf8ffe02d,Leisure,5,5,5,5,5,5,5,5,5,5,,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,,I like to plan everything before the trip,1,10,821da6c2-559a-11e7-b1d8-c05627b0f912,2017-06-21 03:27:23,2017-06-21 03:28:36,2600:1010:
d827b516bcd5aa2d200dd9389a1d59e3,Leisure,5,5,5,5,5,1,5,5,5,5,,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,88290a21-559a-11e7-85dd-c05627b0f912,2017-06-21 03:27:01,2017-06-21 03:28:40,eb43c86d08
9e864f139adf64f7fbe288cea9ea884d,Business,4,5,4,4,3,5,4,3,3,2,Can you made an easier user manual,,Culture Lover,,,Foodie,,,,I would like to ask for suggestions,1,10,679b462e-559a-11e7-9e04-c05627b0f912,2017-06-21 03:09:40,2017-06-21 03:28:42,bae137c6e8
bb6b1c9b32bd3adbfad6dcce75574eaf,Leisure,5,5,3,3,3,5,3,3,3,3,,,,,,Foodie,Local Explorer,,,I would like to ask for suggestions,1,10,675448fa-559a-11e7-882c-c05627b0f912,2017-06-21 03:26:10,2017-06-21 03:28:51,3ad86f8e11
9b415963f46f253a4de4e255516f826f,Leisure,5,5,5,5,5,5,5,5,5,5,,,,,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,4de223cf-559a-11e7-abc4-c05627b0f912,2017-06-21 03:27:02,2017-06-21 03:28:55,2601:641:c
3a26760db99c1f5305275187f03b0340,Leisure,5,5,3,5,5,5,5,5,2,5,,,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,65c0aef3-559a-11e7-86ea-c05627b0f912,2017-06-21 03:27:28,2017-06-21 03:29:03,3cc7e558b6
28837aa441042907deb595713db65361,Leisure,4,5,4,5,5,5,4,4,4,5,The phone itself I think is not updated, apps tend to load slower. So hopefully, on our next visit Handy's version will be updated. ,,Culture Lover,,,,Local Explorer,Night Owl,,I like to plan everything before the trip,1,10,54720e35-559a-11e7-adad-c05627b0f912,2017-06-21 03:26:45,2017-06-21 03:29:04,a9f4c6752c
a1980c3c6873f14d8f3935d03ff35a7a,Leisure,4,5,5,5,5,5,1,1,1,5,The Rubens is a very good hotel--a little away from the center but near a subway stop.  The staff is 1st rate.  The 3 unanswered questions are not applicable as I did not use them. ,,Culture Lover,,,,,,,I like to plan everything before the trip,1,9,63aa6680-559a-11e7-8f85-c05627b0f912,2017-06-21 03:21:49,2017-06-21 03:29:08,79109dfe5d
9b81893ef3d57d5d44a528d574483a16,Leisure,5,5,5,5,5,5,5,5,4,5,All in, satisfied,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,83842c99-559a-11e7-9737-c05627b0f912,2017-06-21 03:26:56,2017-06-21 03:29:21,1ac6d844fc
fd3cd5dc1c1bed1481cc79dbad542ebc,Leisure,2,2,4,1,2,1,1,1,1,3,No,,,,,,Local Explorer,,,I like to plan everything before the trip,0,1,463b8f85-559a-11e7-8a4b-c05627b0f912,2017-06-21 03:27:17,2017-06-21 03:29:34,2606:6000:
c6f7e248f33c9de4ccb572520021aa4d,Leisure,4,5,4,5,4,4,4,4,4,2,The charging of the handy is bad, I cannot charge and need to get the reception to do it for me.,,,,,Foodie,Local Explorer,Night Owl,,I just go with the flow,1,9,57611a99-559a-11e7-bab0-c05627b0f912,2017-06-21 03:27:31,2017-06-21 03:29:36,71f891e755
0d6caa120fdc69856e7fa651b7bd87c4,Leisure,3,4,3,1,5,5,1,1,1,3,Device tethering didn't appear to work. Instant messaging didn't work. The handset was slow to respond and clunky to use. Interface was more geared towards advertising than intuitive usage. ,,Culture Lover,,,,,,,I like to plan everything before the trip,1,6,702765b5-559a-11e7-bed2-c05627b0f912,2017-06-21 03:26:00,2017-06-21 03:29:45,a1796ac750
2fff0eef7c5f40859a8f6c589899c154,Leisure,4,3,5,5,5,4,3,4,5,5,the changement of interface is too slow,Adventure Junky,,Fashionista,,Foodie,,,,I just go with the flow,1,10,769ba2b8-559a-11e7-9424-c05627b0f912,2017-06-21 03:23:05,2017-06-21 03:29:47,9ff3c83840
b5e352855f360862e6ebb959350fbc7c,Leisure,4,3,4,3,3,5,2,3,2,3,The phone's a bit laggy sometimes,,,Fashionista,,Foodie,,,,I like to plan everything before the trip,1,9,70838dbd-559a-11e7-a6ec-c05627b0f912,2017-06-21 03:28:04,2017-06-21 03:29:47,dd12ca6aa8
c4329503211c080f7d5d60bb641b50c3,Leisure,5,5,5,5,5,5,4,4,4,5,
,,,,,,,,need a chilled out destination. Thats all,I like to plan everything before the trip,1,10,5aec310f-559a-11e7-a399-c05627b0f912,2017-06-21 03:26:45,2017-06-21 03:29:56,a8b9bc3027
f0cc0572c46e7c64d947022d29d1700f,Leisure,5,5,5,5,5,5,4,4,4,5,No,,,,,Foodie,,,,I just go with the flow,1,10,6f9067ba-559a-11e7-b74b-c05627b0f912,2017-06-21 03:28:13,2017-06-21 03:29:59,7bf17dd0fa
738682ca61e44546361b1e4fc0596bda,Leisure,2,4,5,2,5,2,5,5,5,3,To have more information about its uses prior to arrival as we booked a lot of things before arriving but would of just done it when we were in singapore if we had known ,,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,529f544a-559a-11e7-8118-c05627b0f912,2017-06-21 03:27:20,2017-06-21 03:30:16,3d831d3a22
1adc42a42336ceb626131e1475139dff,Business,4,5,4,5,5,5,3,4,3,1,,,,,,,Local Explorer,,,I would like to ask for suggestions,1,8,85a261dc-559a-11e7-ab05-c05627b0f912,2017-06-21 03:24:37,2017-06-21 03:30:19,634d85724f
29f03b1763d239eed89e8e15973a7a04,Leisure,5,5,5,5,5,4,4,4,4,4,,,,,Pampering Seeker,Foodie,Local Explorer,Night Owl,,I like to plan everything before the trip,1,10,6bff9fc5-559a-11e7-b415-c05627b0f912,2017-06-21 03:28:48,2017-06-21 03:30:19,fedc801862
514cbf96979623adf3bb7bc99f89c153,Business,5,5,5,5,5,5,5,5,5,5,Looks Ok to me!,,,,,,,,Seaman,I like to plan everything before the trip,1,10,84e08fd1-559a-11e7-9eb2-c05627b0f912,2017-06-21 03:28:23,2017-06-21 03:30:27,f66300cd6a
4ed787ef8d24b5906f5084d4355a3e97,Leisure,5,5,5,4,4,4,4,4,4,4,,,Culture Lover,,,,,,Shopping ,I like to plan everything before the trip,1,10,6ff17170-559a-11e7-9d2b-c05627b0f912,2017-06-21 03:28:34,2017-06-21 03:30:32,deb3c32481
550c9f904a9593fe9055683e15e341a6,Leisure,4,4,4,1,4,4,4,4,5,3,,,,,,,Local Explorer,,,I like to plan everything before the trip,1,9,4e1a2d00-559a-11e7-896a-c05627b0f912,2017-06-21 03:28:40,2017-06-21 03:30:34,a7216e1564
9cad379e51412b065ffed58cf82974f9,Leisure,5,5,5,5,5,5,4,4,4,5,,,,Fashionista,,Foodie,,Night Owl,,I like to plan everything before the trip,1,9,8730de66-559a-11e7-b29d-c05627b0f912,2017-06-21 03:29:01,2017-06-21 03:30:43,537cce8726
92bb0257e3f0d93a1f8411d493e3be12,Leisure,5,5,5,5,3,3,3,3,3,4,Whatsapp,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,8,7b86a7d1-559a-11e7-b172-c05627b0f912,2017-06-21 03:28:10,2017-06-21 03:31:20,d5011f5dfd
593386e10ab8ce9f43480a260b5192a1,Leisure,3,3,2,4,5,4,2,4,4,4,Allow hotspot, OS very slow for mobile ,,,,,,,,Returning visitor,I like to plan everything before the trip,1,8,78d37dcf-559a-11e7-befb-c05627b0f912,2017-06-21 03:28:01,2017-06-21 03:31:26,49ba88ea11
a06dbc1a7358b1a3494faa47218f0e9f,Leisure,4,5,4,1,5,3,4,4,3,3,Caller id for both incoming and outgoing calls,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,8,89badceb-559a-11e7-82a1-c05627b0f912,2017-06-21 03:28:39,2017-06-21 03:31:33,5c4c2bb13a
3a727c3a9a348f7abb2a5c92c1dfa131,Leisure,5,5,4,5,5,5,3,4,3,5,,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,7d9919a3-559a-11e7-8ff5-c05627b0f912,2017-06-21 03:29:00,2017-06-21 03:31:44,6e5455e081
041f12896755d2780ada9271d1047a51,Business,2,4,5,4,3,2,2,2,2,5,Place a super attractive activity or deal or feature in the front page to attract people to use it. 
None of my colleague uses it during their trip in Singapore.,Adventure Junky,,,,Foodie,,,,I would like to ask for suggestions,0,6,6b95368f-559a-11e7-b0b6-c05627b0f912,2017-06-21 03:25:10,2017-06-21 03:31:54,75b1c09440
d73f7f4903c4f0fdbf86586ab7badf58,Leisure,1,1,1,1,3,3,3,2,1,2,the handy keep turning off during the usage so its really not helping us.. ,,,,,,Local Explorer,,,I would like to ask for suggestions,1,7,6f11227a-559a-11e7-8ed0-c05627b0f912,2017-06-21 03:29:28,2017-06-21 03:32:00,b775a719f1
47c182283c907c7b522480ee4832240f,Leisure,4,4,4,5,5,5,3,3,4,2,,,,,,Foodie,,,,I just go with the flow,1,9,62eb0ff5-559a-11e7-9adb-c05627b0f912,2017-06-21 03:30:56,2017-06-21 03:32:00,fa8c69187c
b9edeb784cce5ed9a6a14c5c28e3846d,Business,5,5,5,4,5,3,3,5,5,5,It is am AMAZING idea and all you got at the moment worked perfectly for me. Great THANKS !!!,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,76c40078-559a-11e7-8754-c05627b0f912,2017-06-21 03:31:16,2017-06-21 03:32:51,feb16f10e4
59e0ed4284536bca47a564d1f17442a8,Leisure,5,5,5,5,5,5,5,3,5,3,No. We thought it was fantastic!,,,,Pampering Seeker,,,,,I like to plan everything before the trip,1,10,5a12865c-559a-11e7-a864-c05627b0f912,2017-06-21 03:31:32,2017-06-21 03:32:56,2179683e77
e306a86e4f4ba22291dc771ee6618f54,Business,5,5,5,5,5,5,4,5,4,4,No,,,,,,,,business,I would like to ask for suggestions,1,10,57cd7817-559a-11e7-833e-c05627b0f912,2017-06-21 03:30:37,2017-06-21 03:33:04,b11de5abd2
34c9c98cdb2e72b7e3d8217c14f01614,Business,5,5,4,4,4,4,5,3,1,3,,Adventure Junky,Culture Lover,,,,Local Explorer,,,I just go with the flow,1,10,48c181d1-559a-11e7-8366-c05627b0f912,2017-06-21 03:32:18,2017-06-21 03:33:17,bba7a6e724
c09ff665f517aa0b827fe18d635a12d7,Leisure,3,4,4,4,4,5,3,3,3,3,More user friendly as it has to navigate between menu in order to go to what you want.,,,,,Foodie,Local Explorer,,,I just go with the flow,1,8,84f91e4c-559a-11e7-9dca-c05627b0f912,2017-06-21 03:30:34,2017-06-21 03:33:35,73a3400a5e
b045ddc3aa45bd15bfd8b31c16e9d9c1,Leisure,5,5,5,5,5,5,5,5,5,5,No,,,,Pampering Seeker,,,,,I like to plan everything before the trip,1,10,57af5b38-559a-11e7-8fc6-c05627b0f912,2017-06-21 03:29:37,2017-06-21 03:33:51,c37f2aa9cb
4009973fef933794015240e0a09af3c9,Leisure,2,2,1,1,3,1,1,1,1,3,The handy is not responsive. I gave up on it,,Culture Lover,,,Foodie,,,,I just go with the flow,0,2,5c5139d7-559a-11e7-ad93-c05627b0f912,2017-06-21 03:31:32,2017-06-21 03:33:53,de6378c1b4
19928494a4b173727e87fea507b984a6,Leisure,4,5,5,5,5,5,3,5,4,5,,,,,,Foodie,,,,I like to plan everything before the trip,1,10,6f30c5e3-559a-11e7-a5ff-c05627b0f912,2017-06-21 03:31:12,2017-06-21 03:33:54,e060fa87a7
212b3ff5299634c34253b89bef45d7ff,Leisure,3,4,4,4,4,4,4,4,4,5,Call in function,,,,,,Local Explorer,,,I would like to ask for suggestions,1,8,6ad26ef8-559a-11e7-bb91-c05627b0f912,2017-06-21 03:25:08,2017-06-21 03:34:03,221fe79b57
1ca06989bd8b1ab966cef6166a965079,,5,5,5,1,5,1,1,1,1,5,Many discon for feature,,,,,Foodie,,,,I just go with the flow,1,5,6b2023bd-559a-11e7-97fe-c05627b0f912,2017-06-21 03:25:37,2017-06-21 03:34:04,4ef07bcfc0
8ae142cf5ca0e68e70966788869d0d70,Leisure,4,3,4,3,3,4,5,5,3,4,,,Culture Lover,,Pampering Seeker,,Local Explorer,,,I just go with the flow,1,9,7b82317a-559a-11e7-9778-c05627b0f912,2017-06-21 03:27:18,2017-06-21 03:34:05,2d16f57825
7e6ae5c56cc1d96270c08108f42debed,Leisure,5,5,5,5,5,5,5,5,5,5,,Adventure Junky,Culture Lover,,Pampering Seeker,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,5a0308b3-559a-11e7-b2b2-c05627b0f912,2017-06-21 03:31:33,2017-06-21 03:34:05,6337b94075
406b1fbbc27c5a1f99e97fe8d999d6dd,Business,2,5,4,1,4,4,4,4,4,4,Interface,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,6,88e7c6c2-559a-11e7-962f-c05627b0f912,2017-06-21 03:32:02,2017-06-21 03:34:15,d23001e5fc
ce4c0e1e89897eff928f2732c07536a5,Leisure,1,1,1,1,1,1,1,1,1,1,Handy does nothing extra that I cannot do on my ipad or phone,,,,,,Local Explorer,,,I like to plan everything before the trip,0,1,5fe23a1e-559a-11e7-91b0-c05627b0f912,2017-06-21 03:32:24,2017-06-21 03:34:21,8053e99051
430d2775bffbea75c06c7c378f2a88d8,Business,5,5,5,5,5,5,5,5,5,5,,Adventure Junky,Culture Lover,,,,Local Explorer,,,I just go with the flow,1,10,6f67e3bd-559a-11e7-8ab6-c05627b0f912,2017-06-21 03:32:22,2017-06-21 03:34:28,a0c19b3975
7fcaa508ad32988ca263b3d212dcdb45,Business,3,2,2,1,4,3,3,3,4,3,,,,,,,Local Explorer,,,I just go with the flow,1,5,83173582-559a-11e7-ba6b-c05627b0f912,2017-06-21 03:31:34,2017-06-21 03:34:29,090c775fcb
e8804bb9d0f929a7169e918d764feef5,Business,4,5,5,3,3,3,4,3,3,4,none,,,Fashionista,,,,,,I like to plan everything before the trip,1,8,5a5a2b7d-559a-11e7-9147-c05627b0f912,2017-06-21 03:32:37,2017-06-21 03:34:34,17b7957eae
df5bb5541584f50054adee713496afd7,Business,5,4,4,5,5,5,4,4,3,4,Too much things in handy, if less simple will be better. and the handy will be faster.,,Culture Lover,,,,,Night Owl,,I like to plan everything before the trip,1,9,863c6aa3-559a-11e7-bbf2-c05627b0f912,2017-06-21 03:31:52,2017-06-21 03:34:43,5fdba439ca
c9e7e6332f369645d8d494b443dc9020,Business,2,3,1,2,2,2,3,2,1,2,Faster internet,,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,,,I just go with the flow,1,4,62ddf907-559a-11e7-9fd1-c05627b0f912,2017-06-21 03:33:03,2017-06-21 03:34:55,f585ab63bd
ec3cdd2582e74936799f5bbccf3d9a0c,Leisure,4,5,4,4,4,4,4,4,4,4,Not really, I was very impressed.,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,0,8,4d2debf0-559a-11e7-993b-c05627b0f912,2017-06-21 03:33:20,2017-06-21 03:35:05,d22f0c5876
a77405018354ddf753972b5aa4755f80,Leisure,4,4,4,4,4,4,4,4,5,5,,,,,,,Local Explorer,,,I would like to ask for suggestions,1,7,78fae87a-559a-11e7-b686-c05627b0f912,2017-06-21 03:33:49,2017-06-21 03:35:14,56f84b18f4
de525d6cf3a2b61d18a478c2b4e4bcb3,Leisure,5,5,5,5,5,5,5,5,5,5,Push mesages. ,,,,,,Local Explorer,,,I just go with the flow,1,10,542f84d9-559a-11e7-bed4-c05627b0f912,2017-06-21 03:32:45,2017-06-21 03:35:29,6d1388cccd
9a510a5e31f3c0df0aeeae33e37e0229,Leisure,5,5,3,5,5,5,2,3,5,3,To be perfectly honest, I didn't trust I wouldn't somehow end up with a bill/debt to pay at the end of my holiday. I would have used it a lot more if I was sure there was no expense with using it.,,Culture Lover,,,,Local Explorer,,,I just go with the flow,1,10,72a7ff30-559a-11e7-a534-c05627b0f912,2017-06-21 03:29:54,2017-06-21 03:35:31,f66848f527
f6fc16d167bc0aec2c11c62379b3b995,Leisure,4,5,5,5,5,5,5,5,5,5,I think I needed to I mprove to scare to use in case I broke it,,,,,Foodie,Local Explorer,,,I like to plan everything before the trip,0,10,562f8d30-559a-11e7-9764-c05627b0f912,2017-06-21 03:32:56,2017-06-21 03:35:35,9ae6064a8f
